,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,days_since_last_tx,txs_avg_amount,amount_std,avg_cashout_amount,ratio_recent_vs_past_txs,ratio_recent_vs_past_amount,ratio_cashouts,ratio_transfers,inflation_pressure,days_since_last_ss,total_ss_past30d,total_ss_past90d,avg_ss_per_wk,avg_ss_duration_min,std_ss_duration_min,ratio_ss_time_recent_vs_past,ratio_events_sessios,ratio_failed_ss,total_opened_push,Churn
6541,592,31,2,84102.11,2,0,1,116385.24,1,128554.55157894736,152093.8649556839,176609.55588235296,-0.1659851374742613,-0.8442391131177068,-1.1700712526502546,-2.6741486494265287,0.0432718389162567,5,6,12,0.7916666666666666,30.70744938283758,39.96722230809532,0.5532767545264208,-1.8971199848858813,-2.995732273553991,3,0
9107,680,34,9,0.0,2,1,1,95686.6,1,200949.7246875,945396.9900488468,154120.80049999998,0.1294580672368867,-0.7840380888665993,-1.0216512475319814,-2.325057948846104,0.0574970677757701,2,6,19,1.6538461538461535,15.940930623970184,18.87342552197444,-0.1980437949352962,-1.0761394328160512,-2.6855773452501515,4,0
5610,849,41,6,0.0,2,1,1,169203.51,2,170380.33083333334,588005.6586833638,136755.65535714285,-0.186585955580412,-1.069916075711916,-1.207415148516909,-2.3774864011671637,0.0226963520605187,39,0,5,0.6190476190476191,13.052755497287547,12.455158778950368,-0.7556151361130012,-1.029619417181158,-2.639057329615259,2,1
7247,647,32,9,80958.36,1,1,1,128590.73,1,156492.71976653696,372221.2594619665,139572.23700000002,0.1000834585569824,-0.1417619017679991,-1.290279707880302,-2.220755074746413,0.0518368632630533,15,1,14,1.3043478260869563,19.210005314603134,15.370264052759849,-1.180167896653893,-1.642227735257091,-2.740840023925201,7,0
7241,750,37,2,113817.06,1,0,0,88333.74,3,141777.80228571425,228318.05966178203,125262.8823076923,0.0540672212702757,0.006030210326607,-0.9784679768260464,-2.2407096892759584,0.0430198077773956,53,0,5,0.3684210526315789,8.967532538972643,8.738285469786476,-0.3915033406580862,-0.6931471805599453,-2.079441541679836,0,0
5739,526,52,8,93590.47,1,0,1,21228.71,1,131556.15891089107,152570.94973787502,162499.79029411764,0.0659579677917973,0.69246901092494,-1.0696247517948574,-2.1400661634962708,0.0343987740605137,40,0,16,1.5263157894736843,18.283832578887505,12.29914874618083,-1.6386335416181987,-1.6094379124341005,-3.4011973816621555,6,1
3605,850,28,2,0.0,2,1,1,38773.74,1,505192.3038,3884119.632304351,107493.14620689656,0.0310905870700309,0.0628237475371167,-1.2139231351791042,-1.9070703157390492,0.1779037093183471,40,0,3,0.2857142857142857,11.71310549297581,4.0185716990588025,-0.5006516546709127,-1.6094379124341005,-1.6094379124341005,1,0
6341,699,51,2,92246.14,2,0,1,91346.03,9,192732.56385964912,400676.0422368706,148824.78,-0.0927817334509662,0.6346567615358922,-1.1700712526502546,-1.9810014688665836,0.0001511753446898,1,2,18,1.0909090909090908,16.304412397658705,12.68339200225736,-0.358017497277478,-0.6539264674066639,-3.218875824868201,5,0
1721,510,32,9,103324.78,1,1,1,46127.7,1,169808.32878892732,547506.316468849,162159.50538461542,-0.012903404835908,-0.4602385593289825,-1.1480923459314794,-2.6741486494265287,0.0645202762209106,2,8,21,1.5769230769230769,25.527716256103545,26.125139400657936,0.5624369036182769,-1.252762968495368,-3.044522437723423,11,0
6852,600,58,8,118723.11,1,0,0,6209.51,1,133225.77378378378,225038.09265546853,166342.64647058822,0.2728669866666403,1.142219587020273,-1.4485982444560457,-2.295896104843249,0.0419761492163378,19,1,2,0.4782608695652174,13.078745821837016,6.852368526719294,0.2419551993283432,-0.8754687373538999,-1.791759469228055,1,1
15283,647,47,8,117124.70603604017,3,0,0,81322.13711140232,1,270795.1745923988,598877.9770692111,237343.74593298524,-0.0047913217670254304,0.4155194303995,-0.7125037578649995,-3.105135387997126,0.032792192870002464,3,12,33,2.6795780612749165,23.998858607052995,22.102984485467015,0.36711233469199145,-0.6400936401941204,-4.1739763610125635,17,1
3801,514,66,9,0.0,2,1,1,14234.31,1,223251.923989899,762997.6862609173,162622.92102941175,-0.1982754847361963,-0.0324821609525336,-1.059198320127233,-2.248782387001069,0.0720593525374795,3,6,17,1.3846153846153846,17.40371572436361,15.68094697678135,0.4087864370099466,-1.0459685551826876,-2.917770732084279,5,0
2937,627,41,5,100880.76,1,0,1,134665.25,2,147109.11942857146,372515.7914053337,156536.4412195122,0.0292703823001132,0.1503628334074014,-0.9257694758286988,-2.717528945056754,0.0498224901629678,2,6,16,1.1153846153846154,20.853006485768745,15.40724681168794,0.3744034122273902,-1.455287232606842,-2.302585092994045,6,0
5331,717,42,5,190305.78,1,1,0,99347.8,1,175387.17022556392,254873.50760393,143234.04547619048,0.0571584138399486,-0.0017395522914128,-1.136639684257349,-2.12525107771113,0.0458409311992857,30,1,9,0.9545454545454546,12.868772098450544,9.119201072512224,-0.6319597215068027,-1.2992829841302609,-3.091042453358316,3,1
14998,638,39,6,135065.39692117553,1,0,0,140037.29058236995,1,164002.9701554931,260401.36373327253,173047.0152059353,0.19283539813840453,0.08375829157320296,-1.198757855304818,-2.134092909355939,0.055729403382155304,38,0,1,0.6397382920353736,20.230599168220458,19.594861033158345,-0.1718906116270647,-0.8901325476210964,-2.6403831838310325,3,1
14570,629,39,1,132733.81063559413,1,0,0,159416.601761328,18,90564.5024019338,151515.3157573458,357986.01037455973,0.057593618076846376,0.913628429621605,-1.7523067076267644,-2.0321730855256663,0.03456373728717274,50,0,4,0.8673053580013285,17.971917086335502,18.238543306941004,-0.04175942216689188,-1.0591595270668193,-2.510607818613473,2,1
1214,521,39,6,0.0,2,0,1,27375.15,2,138783.3075838926,232888.65047330715,187937.7704255319,-0.0639487246002734,-1.0015027054785013,-1.1394342831883648,-2.6127400212978853,0.1108806348595882,17,3,6,1.0,14.457560266742997,11.798542412489851,0.526011375378459,-1.5686159179138452,-3.1780538303479458,4,0
517,842,44,2,112652.08,2,1,0,126644.98,2,115337.47716216216,162392.97910107547,114581.69705882354,0.0,-1.0946507746089993,-1.4271163556401458,-2.371577964480997,0.079002477358151,2,4,15,1.2,20.14108196096913,15.244132042031596,-0.5055954958056925,-1.642227735257091,-3.4339872044851463,7,0
5447,556,40,5,125909.85,1,1,1,95124.4,1,157843.92029126213,226870.88292981984,141402.16414634147,-0.0733312730855496,-0.461783413012532,-0.9067212808580044,-2.341805806147327,0.0507558419741808,5,6,18,1.5769230769230769,17.127567138905782,12.485833502151888,0.2139013310853453,-1.540445040947149,-3.737669618283368,12,0
13286,636,37,6,138606.03786830432,1,1,0,71457.41685168348,1,187558.292629506,341818.71476989187,153740.21307549535,-0.17661569526662,-0.6357342467236685,-0.9171990947359803,-2.1479273659899234,0.05370602039121576,6,3,10,1.1331301093892956,24.348462375987133,25.65552753162272,0.9367147162391151,-1.5204410053425048,-2.9067353664623954,4,1
7664,704,31,5,132084.66,3,1,1,54474.48,1,67607.12109090909,77458.16669335503,118269.138,0.0259754864032607,-0.0381411076505699,-1.6274564179367788,-4.02535169073515,0.0491368595383101,18,2,13,1.3478260869565215,16.37274532164916,10.939851143259412,-0.8203682837629733,-1.8562979903656265,-2.772588722239781,3,1
5864,553,41,6,144974.55,1,1,1,19344.92,1,107454.01533898304,189797.3087660405,117771.42835820894,0.0303053494953288,0.1027585673856439,-1.2485524359590243,-2.47232786758114,0.0724877028002319,1,4,16,1.2,18.697427500261806,14.539235348713332,0.0028801837491473,-1.824549292051046,-2.740840023925201,3,0
10365,516,49,4,113346.51684452842,2,0,1,18041.54348407206,19,242132.12463062626,251655.5040172184,214070.045353404,0.013269886782543414,-5.422610589152917,-0.7293956741684279,-2.0982202059013964,0.5178575846466945,2,4,8,1.26247595409236,28.847348358190246,29.105520142516237,0.4247544703702504,-0.8912610753436987,-3.3904426377859926,11,1
5867,707,43,10,0.0,2,1,0,118368.2,1,136898.87699074074,188224.92310973763,165125.84907894736,-0.0763729787845739,-0.2740337081088924,-1.0360919316867756,-2.4895255956442948,0.0499519279876438,4,9,21,1.3076923076923077,20.446975020774023,13.873678085407017,-0.1591041898933702,-2.169053700369523,-2.862200880929469,11,0
767,598,53,10,167772.96,1,1,1,136886.86,1,300179.5924577465,1387102.559757459,231793.1648060942,0.0142351158218719,-0.0696658749075931,-0.6757069059383359,-2.915310706243417,0.0475327222293091,1,9,22,2.6538461538461537,32.02844433079755,26.34016452444874,0.2328358925847319,-0.6109090823229733,-3.555348061489413,24,0
7428,639,46,10,110031.09,2,1,1,133995.59,1,275077.2525237684,1146772.7702393788,234888.25704013373,0.1899551816490257,0.5078869540900489,-0.6591880600174912,-3.04711647290047,0.0292129630732422,1,11,36,2.863636363636364,32.690079937290164,31.185739958309167,-0.1385132403007683,-0.2670627852490452,-3.4657359027997265,29,0
2554,597,39,8,162532.14,3,1,0,36051.46,1,270852.8185421995,501218.4811770189,242550.30607655505,0.0459851132418234,0.3521802509435422,-0.6241543090729939,-3.2632116386882526,0.0383875674739343,27,1,5,0.9130434782608696,27.118979671401792,27.44474462980253,0.7385306675587441,-0.4519851237430572,-2.3978952727983707,7,1
5702,775,45,8,0.0,1,1,0,130376.68,2,189678.77121052632,329935.9439696575,168761.1362121212,-0.0322608622182215,-0.118778133416028,-1.047580808655664,-2.074219597698684,0.0446570981664942,33,0,14,1.9523809523809523,21.03580294245325,19.864327309665445,-2.0028385102824817,-1.252762968495368,-3.737669618283368,8,0
3040,564,33,4,135946.26,1,1,0,63170.0,1,129917.51973584904,230463.3492086449,128832.22125,0.1653924946935068,0.7627203377766044,-1.293036867633308,-2.149509104296553,0.0398399607407652,67,0,2,0.6666666666666666,6.955802710142417,4.743368574726016,-0.1624234552292311,-1.7047480922384253,-2.3978952727983707,1,0
3097,537,30,1,103138.17,1,1,1,96555.42,6,83583.22079999998,128294.8572033916,240033.215,-0.0431721718652087,0.0741379574961324,-1.312186388966169,-2.5649493574615367,0.0396707218024199,13,2,14,0.76,12.314714495962363,7.554060334393705,-1.016943452570386,-1.6094379124341005,-2.302585092994045,4,0
4440,622,37,4,0.0,2,1,0,4459.5,1,125920.38215686276,312739.914232814,106815.491971831,0.0210534091978322,0.1778594834520948,-1.2685113254635072,-2.079441541679836,0.0610440749728612,46,0,3,0.55,8.325038953980554,5.25424461132382,-0.2001843422466255,-1.3862943611198906,-1.791759469228055,1,0
68,813,29,6,0.0,1,1,0,33953.87,1,143341.48726744184,581394.1846327748,106157.03761904762,0.1766235356793168,-0.5856505242210873,-1.1801053229192926,-2.4423470353692043,0.095540398705188,21,1,6,0.5217391304347826,8.90240773668691,6.089938982603064,0.0957174482923592,-2.5649493574615367,-2.5649493574615367,1,0
289,667,31,1,119266.69,1,1,1,28257.63,5,115984.73235294118,76185.67921562643,119501.16428571429,0.0451204352804696,0.0924128014146745,-0.8109302162163288,-2.890371757896165,0.0751260167510172,37,0,7,0.631578947368421,11.43583947268252,9.632020271016554,-0.9971500733996372,-1.8718021769015916,-2.5649493574615367,1,0
2972,832,34,6,138190.13,2,0,1,146511.2,1,127309.2818487395,219508.1863329161,138753.60716049385,-0.0509200904272568,0.1107343149975367,-1.0697443046672577,-2.586091794035346,0.0394885211404716,3,7,17,0.84,15.213795286183856,9.857531477760045,0.2791274506058985,-1.2992829841302609,-3.091042453358316,2,0
7801,555,32,10,0.0,2,0,1,168605.96,1,187508.0667870036,331841.7849621652,176812.54175,-0.0716919284561163,0.0982653365018726,-1.2331719590181982,-2.044102175234527,0.0237360591132042,1,5,24,1.64,17.888157926816355,14.449345154712391,-0.8046922553435013,-1.791759469228055,-3.737669618283368,6,0
11633,747,37,4,108295.49883517843,2,0,1,45024.91328376103,1,158196.3293848197,238749.65612937295,103122.79112819873,-0.07023497032445404,0.07782519539130317,-1.4554243632261472,-1.9150113732726723,0.03129091959334211,16,1,5,0.5333530589946466,14.337152118806937,10.526308944948585,-0.04643579775873241,-1.702960270893517,-2.2712140407272474,1,1
5194,704,24,10,122109.78,1,1,1,127654.37,1,144434.72072202165,249371.7582971381,166517.56819277105,-0.019293202934679,0.2430383853412493,-1.1968043148473235,-2.260325283704163,0.0387101716013308,3,5,9,0.9583333333333334,12.69279242558276,7.884111263912666,0.7377996505971125,-1.2321436812926323,-3.1780538303479458,3,0
1678,760,28,1,141038.57,2,0,0,16287.38,12,163643.25600000002,185036.87246865872,176695.29571428575,-0.1670540846631662,-1.0448238858547314,-0.7259370033829361,-2.740840023925201,0.0711446537255123,27,1,10,0.7391304347826086,14.112584953886468,12.021155108492277,-0.6876262992699834,-0.9444616088408514,-1.791759469228055,2,0
4119,743,41,7,0.0,1,1,0,163736.09,1,292060.8500662252,1502363.0116708195,191645.3342,0.0089686699827603,-0.2253928851355237,-1.0920548881219507,-2.2512917986064958,0.0409723066818117,22,2,13,1.4782608695652173,20.61846203318561,17.487289104446113,-0.8740869767027951,-1.157452788691043,-2.862200880929469,7,1
1069,549,45,3,143734.01,2,1,1,96404.38,2,166720.4116793893,745374.169781987,127320.50967741937,-0.0284379353205334,-0.1230571895424524,-1.4170660197866445,-2.580216829592325,0.0552718570053034,5,3,11,0.9166666666666666,26.660124467490256,17.188218957851703,-0.0094465739364375,-1.0560526742493137,-3.1354942159291497,1,0
6071,623,33,2,80002.33,1,1,1,104079.62,4,247187.3382222222,595049.1071087715,204353.7555555556,-0.1082135846402327,-1.1918388474388777,-1.5260563034950494,-1.6314168191528755,0.0879004736084622,7,2,9,0.6538461538461539,8.319147755263455,5.4710017217347735,-0.2037188629218452,-1.5040773967762742,-2.890371757896165,1,0
282,511,58,0,149117.31,1,1,1,162599.51,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18,29,1.8461538461538465,28.49269330704845,24.20046521170536,0.5567764117552667,-0.5959834321062977,-3.891820298110627,14,0
10737,751,32,3,158617.40466501375,1,0,0,155469.77845525413,3,191249.7512697274,169778.11966785233,190483.62005903057,0.005617234932541697,-0.7313161268401678,-0.9990175692186218,-2.038424562248283,0.061598474531410985,6,1,14,0.9245587697333666,20.52304722793299,18.914649149507696,-0.8238579134324628,-1.5135263335192841,-3.102958928692212,3,1
13244,537,42,8,145565.29166115547,1,0,0,12542.830591477692,1,119155.84279064134,208052.80023418707,139431.3967010357,-0.18667829730128815,0.035782204752356134,-1.0270482732502906,-2.4827853322490596,0.020194424412186017,9,5,12,1.3769580925603857,21.918887827421216,20.79900093022154,0.31357799256463853,-1.42282779821946,-2.204537847549456,6,1
13157,654,35,7,109589.90515070893,1,1,1,138048.93370735558,4,111274.9466462766,133554.66442952916,133290.02007503898,0.0693926636661474,-0.22068720244346873,-1.051034676861863,-2.5770909803569126,0.059546913123225194,5,3,9,0.7666283161336349,14.08054961752971,13.624457275489569,-0.06354020120247227,-1.4915060251459968,-2.9383977214323194,2,1
646,684,38,3,0.0,2,1,0,44255.65,2,135573.05142857143,166112.99375550592,189048.27681818185,-0.1351747783682527,-0.8344510212055481,-1.1271856611121658,-2.653241964607215,0.0651184712210262,33,0,11,0.9090909090909092,10.350482480448338,7.619565003361562,-1.2429964920282133,-1.6582280766035324,-3.044522437723423,3,0
10659,632,30,2,135065.55460930857,1,1,0,84270.60700493428,2,94256.46371319768,155505.30607105538,105650.87778358102,-0.1360432264335542,-0.37064236670711725,-1.3364988903539443,-2.6384210005738247,0.05314468833521907,13,2,10,1.2163707861025683,12.16627404157956,9.191396337802928,0.23312953370133666,-1.77920030955811,-3.335643494472272,2,1
5848,449,33,8,0.0,2,0,0,156792.89,1,121048.3993371758,260345.23762697275,137193.2316346154,0.0716559889064349,0.0811202116596736,-1.198242129616951,-2.5199979695992702,0.0534698272737482,17,3,10,1.0434782608695652,11.77125510357214,7.940530157363501,0.1351938235693788,-1.6094379124341005,-3.218875824868201,2,0
2339,660,41,1,129901.21,1,1,0,26025.6,5,78841.24900000001,103634.23318722496,168464.5925,0.0307716586667536,0.6607853904968575,-0.7884573603642702,-2.3978952727983707,0.035507529762075,9,4,14,0.9565217391304348,13.55865558121795,8.687791841293388,-0.1252737902091569,-2.03688192726104,-3.1354942159291497,5,1
6422,614,35,1,0.0,2,1,1,3342.62,3,66003.8267857143,72836.14534544537,102732.97090909092,0.0,0.5185288030094515,-0.8823891801984737,-3.367295829986474,0.0389049283572881,25,1,6,0.5,7.216339418792291,2.6710963030120203,-0.2793506369112882,-1.791759469228055,-2.4849066497880004,1,0
7733,644,40,10,139180.97,1,1,1,19959.67,1,186937.9935864979,610100.8729843565,167874.90089285714,0.1068631455423612,0.4072072078912764,-1.4292194058369243,-2.1400661634962708,0.081081087410941,4,7,23,1.4,24.94844097830965,23.42425178751993,-0.0434804599671536,-1.3862943611198906,-2.4849066497880004,2,0
4912,604,40,1,84315.02,1,0,0,36209.1,1,271086.7456410257,761548.9815388275,119971.41769230767,0.420280193893305,3.450817262648624,-1.0498221244986778,-1.742969305058623,0.0356823094937679,18,2,6,0.4545454545454545,6.781450789157769,3.496297353171069,-0.1254105721981708,-1.01160091167848,-2.3978952727983707,2,0
10734,661,38,6,121439.70358108755,1,0,0,97225.34046863197,1,138746.5345359094,216092.75598923833,143557.69146957636,0.05616636416997367,0.0630335979594166,-1.1795693746422433,-2.3387975745925136,0.034758874905056206,27,0,12,1.294041873237665,17.563767297276073,18.607614672672472,-1.1319630483775045,-1.3404797407701365,-3.2773863693267167,4,1
4105,507,31,2,134237.07,1,1,1,166423.66,2,125335.16071428572,124917.1714169549,182647.10545454544,-0.0444517625708336,-0.5086307800384291,-0.8823891801984737,-2.268683541318364,0.0207643545053851,5,2,9,1.0384615384615383,19.802546804593906,15.009950185323024,-0.8796434686746879,-1.1349799328389845,-2.639057329615259,2,1
4101,581,55,6,0.0,1,1,1,22442.13,1,132085.99225274727,576882.1852898214,146477.96775510203,0.0763729787845739,1.2804210547118735,-1.2974631474132747,-2.501435951739211,0.0104642801457461,14,3,16,1.04,13.664835913749828,12.000572634389664,-0.4252550178590765,-1.6863989535702288,-3.295836866004329,5,0
11219,759,35,8,145354.82788436481,1,1,0,80389.00450565203,2,163604.19823506055,289775.70223796146,170554.17339645707,-0.050040728716941214,-0.7254374212329557,-1.0688374702353853,-2.281473622215732,0.05784451892820429,9,3,6,0.8350509832966871,24.856390555883127,19.083475124978076,0.6142808268752069,-1.5590886989700434,-2.3429741982331773,4,1
6648,850,36,6,0.0,2,1,1,190194.95,4,106465.91350877192,151092.52357913676,135018.47499999998,-0.1063804035585718,-0.1856704444764177,-1.310944923878104,-2.4423470353692043,0.0223185488237427,9,6,16,1.0,20.51586779740723,14.843752247303383,0.2264535844674911,-0.8209805520698302,-2.525728644308256,1,0
2250,557,48,10,0.0,2,1,1,185094.48,1,297872.2252621723,944177.6220153318,233934.08322222225,0.0045351551653913,-0.1926215633612632,-0.6810596321785637,-2.949127220289896,0.0262506480233183,1,10,32,2.6153846153846154,22.88940127372412,15.290356259721452,0.0006204172403768,-0.4729063889036969,-4.23410650459726,26,0
11471,431,45,5,138250.10813798776,1,1,0,175610.4835816765,2,236368.8665310602,446778.19331781846,216068.26372735327,-0.08078296837472718,-0.35776650334141424,-0.6364544901242359,-2.796126956124737,0.026190087534340607,10,7,17,1.734825340788676,33.82439527437031,34.923042827257156,0.008401819670178667,-0.489681783755888,-3.77993564239548,15,1
69,657,37,0,163607.18,1,0,1,44203.55,56,80928.31,0.0,80928.31,-0.0165293019512104,-7.207715540029545,0.0,-0.6931471805599453,0.5658612414820744,5,2,5,0.5263157894736842,12.918001139062138,10.060923080474826,0.2006126968996918,-0.7884573603642702,-2.3978952727983707,1,0
1325,561,29,9,120268.13,1,1,1,173870.39,1,120748.15294642858,180177.01118418056,136253.19617647058,0.0946159763748489,-0.3150596505940407,-1.181993897607161,-2.4716614230379794,0.0285661707683839,7,6,15,1.2692307692307692,16.362326023900852,18.883649731936767,0.6229416451655373,-2.1400661634962708,-2.833213344056216,5,0
8222,541,37,9,212314.03,1,0,1,148814.54,1,259542.4788116592,538360.4205510137,227200.4763965885,0.0355714657848678,-0.1160800277951983,-0.6418538861723948,-2.8056025343122246,0.0459108447291056,4,6,31,2.8846153846153846,31.537623592610792,33.29347017476256,-0.2562869847749881,-0.3417492937220567,-3.232121051618221,30,0
9953,790,44,2,84387.03628810399,1,0,0,24098.358139703898,2,123300.20868980138,144989.37913226298,137563.76416543024,0.022195030392380466,0.7948621372606937,-0.641080335809036,-2.7534024388222416,0.04554218021635871,8,2,9,0.9215748393227532,19.35140520781288,19.491651972670237,-0.19882102961786863,-1.0021128465432918,-2.5061902433195664,2,1
4766,562,30,3,111099.79,2,0,0,140650.19,1,103615.62126760565,144755.2590316737,168225.806,-0.1000834585569825,0.33822958236561,-1.2321436812926323,-3.1780538303479458,0.0188750728072256,2,3,7,0.48,16.28656702802363,19.51801495569944,0.0652055739965275,-1.1786549963416462,-2.5649493574615367,1,0
610,752,48,5,116060.08,1,1,0,156618.38,3,111615.652,225898.4322294008,84165.015,-0.0571584138399486,-0.4482674195723825,-1.7676619176489945,-2.1041341542702074,0.0477659875790662,4,5,16,1.24,16.497968050411153,13.373136745072976,-0.1026968362240923,-1.5198257537444133,-2.772588722239781,4,1
79,543,36,3,0.0,2,0,0,26019.59,1,118434.94066985649,185813.32885417147,131521.20545454547,0.021353124470569,0.0913728994746856,-1.1424149113265027,-2.70805020110221,0.0717854037981481,20,1,6,0.75,10.13302198302118,3.668011677357157,-0.2393633870439056,-1.9459101490553132,-1.9459101490553132,0,0
13757,638,36,6,0.0,2,0,1,135383.6341048614,3,108470.98925126603,275676.5590072776,77381.28659048992,0.023616029803343097,-0.3964986457721357,-1.4281528511311004,-2.3508224590289006,0.07161219000595975,18,2,6,0.7790637044018549,17.222823525028573,9.920380673221725,-0.2401606517750985,-1.637832602831319,-2.6099247107343966,2,1
5556,495,38,2,63093.01,1,1,1,47089.72,13,132028.315,176597.55557758274,289585.1328571429,0.1144103511777441,-0.6386842403439743,-1.5841201044498106,-2.5649493574615367,0.0908596072397482,5,2,10,0.6153846153846154,14.926475407871386,8.961665772677215,-0.4985021174642907,-1.7346010553881064,-1.7346010553881064,2,0
6480,656,32,1,104254.27,1,1,1,17034.37,1,66971.36166666666,107909.4949912394,104614.97454545456,0.0905140075408316,0.3640349540071362,-1.4392167625742331,-2.495269436823547,0.0584935249340377,39,0,3,0.2857142857142857,8.515722174405418,5.083183488229694,-0.2809566779592759,-1.9459101490553132,-1.9459101490553132,1,0
10449,492,39,5,0.0,1,0,0,63950.129072412215,7,156807.4734673484,398831.75319127715,324314.2584627888,0.008563173968443288,-1.1454941736112858,-0.9636986450608903,-2.3163592921919447,0.06542857861122064,8,3,13,1.3122375459450877,14.55537339286601,11.583486820151165,-0.3013675497523841,-1.717735306316907,-2.5297205443364437,7,1
11826,759,54,7,121572.07185907727,1,1,0,178537.74558099412,3,147977.01214037073,428309.06077178096,129786.1193610547,0.10226915957876243,-0.13279154621841938,-1.3357091783066302,-2.453313388726102,0.02604807773393986,15,5,13,1.359125622957932,19.21016758475892,16.87038608549223,0.08562398659403225,-1.5091307512023748,-2.634488683098008,3,1
11250,674,45,5,0.0,2,1,0,63953.92004484993,1,109944.88127136126,156673.903941339,180530.2634654017,-0.10127062532562027,-0.7517646671769853,-1.1261748583234448,-2.0877900750694303,0.05005514055525658,17,4,11,1.16144401672806,22.15296973590744,15.212612747273607,0.5722993460444379,-1.7965271920467012,-3.3305206215610115,5,1
12772,599,58,8,118320.15779425137,1,0,0,60615.42746029702,1,117485.27166136964,189995.62347161927,134119.2215444462,0.09071096038002882,0.8051000246169292,-1.2729559119933187,-2.5549003840048314,0.02800859915661694,8,1,4,0.8436615471031069,13.496381796324997,10.98244000752683,-0.02830496511921498,-0.9843154799614715,-3.0329956282434267,1,1
1959,765,44,6,0.0,2,1,1,159899.97,1,175514.11875,847004.6590187921,145364.9302702703,0.0732034040232949,-0.9238028382928476,-1.2919836816486492,-2.665032816018519,0.0325794251778133,5,3,10,1.0416666666666667,20.879033889296363,17.879220435997414,-1.0160189774241015,-1.6486586255873816,-3.258096538021482,5,0
6322,653,37,7,135847.47,1,1,0,144880.81,3,170625.9901875,273113.0343947441,171609.2510909091,0.0,0.1531226050930128,-1.0560526742493137,-2.1369653858180224,0.0415047139773361,8,5,19,1.4166666666666667,17.92961218413464,17.600122964076675,0.1081012101904333,-1.6094379124341005,-2.862200880929469,3,0
2591,571,32,5,131354.25,1,1,0,125256.53,2,125691.90345454546,161413.5093802493,158634.69326923075,-0.008298802814695,0.3359309251548061,-1.1416958748044217,-2.627081138568543,0.0296724227784151,5,3,11,1.0,10.92604860109846,9.429534442208642,-0.1167345456823086,-1.2163953243244932,-3.295836866004329,5,0
11217,739,42,4,0.0,1,0,1,126089.83346494455,2,88606.65092164632,128439.8170622174,109947.60955750334,0.012864037248157404,0.21456186595382948,-1.0665981446364392,-2.1804461525691434,0.03261309919225944,22,3,9,0.8512410850269817,19.00245733574114,16.764199720687365,0.062087751202240436,-1.3631766634631042,-2.385957873037766,0,1
10964,588,41,7,177350.91201787913,2,1,0,41016.552632011066,1,258193.6136850674,539224.9203050894,234011.31046097612,0.053964879674253244,0.04379731337444953,-0.6279025152826595,-3.2595931869014665,0.04675852873429116,32,0,9,1.3563129907434206,30.9734318664349,33.158315914454306,-0.9609474836787106,-0.3971249768958546,-3.068973169118973,12,1
7852,600,41,1,0.0,2,1,1,91193.65,8,186544.3428,188311.1931511972,255504.89333333328,-0.1069721195521677,-4.246167439213295,-0.6931471805599453,-3.258096538021482,0.1517613988592729,5,8,16,1.08,17.91477114424496,16.45219943795515,0.373600185870219,-1.252762968495368,-3.332204510175204,6,0
1690,802,33,8,0.0,2,1,0,143706.18,1,166870.99392473116,246399.4847567496,188258.5190163935,0.0083682496705165,0.2131073937125991,-1.1039742318094952,-2.458519894614805,0.0326999495269745,12,1,6,0.95,24.257992180391177,15.996008323900096,-0.3759398838617842,-1.3862943611198906,-2.995732273553991,3,0
4184,682,47,10,134032.01,1,1,0,144290.97,3,143656.0011585366,278644.02540099254,147117.4688372093,-0.0512932943875505,-0.2312437754922351,-1.3217558399823195,-1.88706964903238,0.0564210500652531,76,0,1,0.75,16.185749704301852,17.164286620461404,-0.0707042114127639,-0.9555114450274363,-2.5649493574615367,0,0
4070,775,40,9,126212.64,1,1,0,70196.57,1,151550.31234042553,277414.01660770096,158640.0585106383,0.1692920565036207,0.9000699400579507,-1.08462604669337,-2.55793178480289,0.0268773230637046,5,5,21,1.56,21.900673577486067,24.26172294985339,0.0639124658142735,-1.2909841813155656,-2.995732273553991,6,0
7338,736,63,10,0.0,2,0,1,502.7,1,170787.26325892858,480247.83150868886,139602.1167948718,0.1999764920326754,0.434430107063224,-1.0466525497373986,-2.4716614230379794,0.0629906045263802,10,3,18,1.4,19.96529547889047,24.434287037324847,-0.7679595692230533,-1.3862943611198906,-2.4849066497880004,6,0
14714,604,42,6,132320.48863168753,1,0,0,185236.06194776195,4,101357.70463794556,145342.11831704353,125693.5065491523,-0.12016536604533501,-0.5492895963257332,-1.2703479659980812,-2.4704845997243754,0.025731388203913557,4,3,11,1.0471824573334998,17.313394922443937,14.154107375811535,-0.3294510080420643,-1.3312837870215877,-3.1809484033072346,2,1
11641,642,51,3,152030.59243715776,1,0,1,115587.48250780931,15,132288.46827860203,279812.7913648195,116766.88036925712,-0.0975027161952258,-5.00803218399398,-0.9813176827314315,-2.265052742676872,0.2003589308379952,12,1,5,0.7286195422150773,15.993335815830546,8.754099368491067,-0.5237975074390013,-1.247074313342805,-2.940405180200529,1,1
